student_id,age,year_of_study,cgpa,attendance,hours_studied,previous_gpa,internship_experience,projects_completed,certifications,online_courses,study_consistency,success_score,success
S310,23,1,4.62,90.7,1.9,5.73,No,7,0,4,Low,4.637166666666667,0
S311,25,3,9.42,54.0,6.9,6.54,Yes,8,1,2,Medium,6.176666666666667,1
S312,24,3,8.61,94.7,7.9,8.37,No,0,4,6,Low,7.2379999999999995,1
S313,21,1,4.69,77.4,3.4,6.47,No,0,4,3,Medium,4.737388888888889,0
S314,24,4,9.06,90.9,1.2,7.51,Yes,2,4,6,High,6.392944444444445,1
S315,20,4,8.78,72.6,1.7,8.96,No,2,1,5,Medium,5.559555555555556,1
S316,25,1,6.85,82.2,9.7,4.66,No,9,4,3,High,6.993277777777778,1
S317,20,1,7.25,76.3,3.7,5.37,No,7,4,2,Low,5.858666666666666,1
S318,18,3,6.19,86.6,7.9,5.97,Yes,9,2,4,Medium,6.494833333333333,1
S319,24,4,4.3,54.1,6.6,6.11,Yes,0,0,1,Medium,3.680388888888889,0
S320,23,1,5.84,53.0,4.4,6.06,Yes,1,0,4,Low,4.1883333333333335,0
S321,25,3,8.42,62.4,2.9,8.54,No,1,2,7,Low,5.799888888888889,1
S322,22,4,4.03,58.0,2.1,7.57,Yes,2,2,4,Medium,4.133611111111112,0
S323,21,2,5.83,93.6,6.5,7.04,No,5,2,2,Medium,5.768722222222222,1
S324,19,3,6.19,61.0,8.0,5.55,Yes,0,0,6,Medium,5.029166666666667,0
S325,23,4,6.96,98.8,6.8,8.12,Yes,1,4,3,Medium,6.4192222222222215,1
S326,23,4,9.06,66.8,5.8,8.78,No,0,2,4,Medium,6.012555555555555,1
S327,20,3,5.9,59.1,1.4,8.11,No,4,1,3,Low,4.447611111111111,0
S328,24,2,5.91,89.5,9.7,4.01,Yes,6,2,0,Medium,5.720555555555556,1
S329,25,3,8.06,82.9,8.2,7.18,No,7,3,5,Low,7.211277777777777,1
S330,25,4,6.49,74.9,3.6,4.26,Yes,9,2,6,Low,5.809333333333335,1
S331,18,1,5.24,77.8,9.8,5.29,No,0,0,3,High,4.909777777777778,0
S332,18,1,6.49,86.0,6.4,4.3,No,6,2,1,Medium,5.475277777777778,0
S333,21,3,4.77,61.4,6.2,7.02,Yes,4,3,5,High,5.4485,0
S334,20,4,4.97,99.8,7.7,7.43,Yes,9,1,7,Medium,6.695055555555556,1
S335,23,1,6.74,98.7,8.3,4.57,Yes,0,4,7,Medium,6.593277777777778,1
S336,25,4,6.3,82.5,6.9,5.92,No,2,2,1,Low,5.230277777777778,0
S337,22,3,9.03,60.0,2.2,6.28,No,6,3,4,Low,5.885277777777777,1
S338,20,1,5.99,84.0,4.0,5.85,Yes,9,3,5,Low,6.1325,1
S339,21,4,7.19,53.6,9.4,4.61,No,0,1,3,High,5.098722222222222,0
S340,21,1,7.48,51.5,3.0,6.09,Yes,6,0,5,Medium,4.9941666666666675,0
S341,20,3,4.07,62.9,4.3,7.76,Yes,4,2,4,Medium,4.768222222222222,0
S342,21,4,7.65,73.1,4.9,4.36,No,0,3,2,Medium,5.078444444444445,0
S343,20,1,4.98,93.4,5.0,4.4,No,0,1,6,High,4.834888888888889,0
S344,19,3,9.29,86.4,6.5,5.77,No,0,4,1,Low,6.159611111111111,1
S345,20,1,4.82,87.1,9.5,8.71,No,8,3,4,Low,6.804277777777777,1
S346,24,1,6.28,71.3,3.2,7.34,Yes,2,1,2,Medium,4.585055555555556,0
S347,20,2,4.47,67.3,2.1,7.39,No,4,0,5,High,4.28811111111111,0
S348,21,2,9.48,68.6,2.8,5.81,Yes,9,0,5,High,5.9895555555555555,1
S349,25,3,6.76,99.4,9.0,6.97,No,8,3,4,Low,7.205444444444445,1
S350,24,2,7.27,52.0,6.8,4.05,Yes,5,3,3,High,5.5424999999999995,1
S351,21,3,4.37,93.4,3.6,7.18,No,8,2,5,High,5.6562777777777775,1
S352,18,2,8.12,78.9,8.3,8.57,Yes,7,1,3,Low,6.685722222222223,1
S353,18,1,5.15,71.9,8.8,7.06,Yes,7,3,3,Medium,6.145444444444444,1
S354,25,3,8.94,86.3,8.6,8.37,No,0,2,6,Medium,6.8995,1
S355,25,3,5.13,74.3,9.3,7.62,Yes,8,2,3,High,6.213666666666668,1
S356,24,1,5.05,93.7,3.3,4.6,No,5,3,0,Low,4.774111111111111,0
S357,19,3,4.2,95.0,7.8,8.51,Yes,8,0,6,High,6.140555555555554,1
S358,25,3,6.6,71.1,5.1,4.33,Yes,2,1,2,Medium,4.612611111111112,0
S359,18,2,7.11,63.8,8.6,6.67,Yes,2,1,2,High,5.415611111111112,0
S360,20,3,4.36,79.6,7.6,4.71,Yes,5,0,5,Medium,5.072333333333333,0
S361,21,4,8.27,95.6,8.0,4.06,No,8,3,5,Medium,7.177611111111111,1
S362,18,1,6.49,60.5,6.9,6.11,Yes,6,1,3,High,5.418888888888889,0
S363,18,2,6.88,81.1,2.6,5.48,No,2,3,6,High,5.485388888888889,0
S364,19,2,6.42,81.6,5.9,6.43,No,2,3,6,High,5.9784444444444444,1
S365,24,4,6.2,86.7,9.9,6.89,No,1,2,0,Low,5.601055555555555,1
S366,24,1,7.08,56.6,9.4,4.22,No,8,0,3,Medium,5.672888888888888,1
S367,23,1,4.85,85.8,1.4,4.62,No,2,3,0,Low,4.022833333333334,0
S368,19,2,5.0,95.5,2.5,6.79,No,4,4,7,Medium,5.8869444444444445,1
S369,20,3,8.74,59.0,2.2,5.72,Yes,8,0,3,Medium,5.210555555555556,0
S370,24,2,9.2,61.9,7.5,7.65,Yes,7,1,1,Medium,6.2285,1
S371,21,1,6.05,98.6,8.4,7.26,No,1,2,1,Medium,5.683166666666667,1
S372,25,4,5.49,59.0,2.9,8.23,No,2,1,4,High,4.5069444444444455,0
S373,19,2,7.54,92.7,5.6,7.46,No,1,1,3,Low,5.6193888888888885,1
S374,25,1,6.25,74.6,8.6,6.15,No,7,0,6,Medium,6.104833333333334,1
S375,18,2,4.14,62.4,7.6,7.36,No,5,1,5,Medium,5.253777777777778,0
S376,21,3,4.86,93.5,5.9,5.38,No,5,3,2,Low,5.450277777777778,0
S377,21,2,7.94,72.3,6.3,5.53,No,8,1,4,Low,6.1289444444444445,1
S378,18,2,7.62,75.7,5.6,7.94,Yes,7,2,5,High,6.487722222222223,1
S379,19,1,4.15,68.0,3.7,6.23,No,3,2,1,High,4.129722222222222,0
S380,18,1,5.22,79.6,6.1,7.99,Yes,3,4,3,High,5.776777777777777,1
S381,25,1,5.27,58.2,7.2,8.11,Yes,8,2,4,High,5.871611111111111,1
S382,23,2,7.7,69.6,8.9,8.29,No,0,1,3,Low,5.800111111111112,1
S383,21,3,4.11,98.5,6.7,8.58,Yes,1,2,1,Medium,5.088333333333333,0
S384,22,4,4.57,62.9,7.9,6.15,Yes,1,0,4,Medium,4.554333333333334,0
S385,22,4,8.4,82.8,2.4,5.59,Yes,5,2,1,Medium,5.348111111111112,0
S386,25,1,4.98,66.3,5.2,6.91,No,3,3,0,Medium,4.687277777777777,0
S387,20,1,7.59,88.7,1.1,5.86,No,9,0,1,Medium,5.069111111111111,0
S388,24,2,5.31,56.5,3.2,7.01,No,2,4,6,Medium,5.183888888888889,0
S389,18,4,4.55,98.5,7.5,7.53,No,2,3,6,Medium,6.126666666666667,1
S390,18,1,5.34,72.7,9.9,7.44,No,2,1,3,Low,5.512166666666667,1
S391,20,3,7.97,61.8,1.9,5.87,Yes,5,1,2,Medium,4.806722222222223,0
S392,20,3,8.71,53.7,4.6,4.83,No,7,1,1,Medium,5.2346666666666675,0
S393,25,1,8.57,58.5,8.2,6.15,No,6,3,5,Medium,6.758333333333333,1
S394,25,1,6.18,76.0,2.8,4.71,No,3,3,6,Low,5.278333333333333,0
S395,20,4,7.67,66.9,6.0,8.45,Yes,3,3,7,High,6.534888888888889,1
S396,21,4,5.13,91.4,7.6,5.73,No,9,0,2,Low,5.580166666666667,1
S397,25,2,5.61,71.5,6.5,4.77,No,1,0,0,Medium,4.08,0
S398,23,4,8.93,62.4,2.7,4.13,Yes,0,1,4,High,4.732388888888889,0
S399,25,3,4.07,80.9,4.2,7.23,No,8,2,4,Medium,5.364333333333334,0
S400,18,3,4.47,85.3,8.1,7.18,Yes,1,1,6,Low,5.459777777777779,0
S401,25,1,5.14,58.4,6.0,5.7,Yes,7,4,2,Medium,5.444333333333333,0
S402,21,4,4.15,58.4,1.0,4.36,No,8,0,6,Medium,4.097944444444445,0
S403,20,2,5.0,51.8,7.8,6.05,Yes,3,3,4,High,5.269222222222222,0
S404,18,3,7.21,86.8,1.3,5.56,No,7,0,7,High,5.492277777777777,0
S405,25,3,6.32,83.2,7.7,7.39,No,8,3,1,Medium,6.329111111111111,1
S406,21,2,8.91,73.7,2.8,7.03,Yes,9,4,2,Medium,6.484111111111112,1
S407,23,2,8.5,92.2,9.6,5.82,No,9,4,3,Low,7.669666666666667,1
S408,25,3,5.88,90.3,4.3,5.09,Yes,4,0,1,Low,4.5600555555555555,0
S409,21,3,5.43,79.3,3.9,8.94,Yes,6,3,1,Medium,5.450333333333333,0
S410,23,2,6.09,93.4,2.3,6.27,Yes,9,4,1,Medium,5.790166666666666,1
S411,20,3,7.25,60.3,3.8,7.44,Yes,3,1,3,Medium,4.988666666666667,0
S412,25,1,5.47,55.6,8.9,4.7,Yes,0,1,7,Low,5.1337222222222225,0
S413,23,1,7.43,63.5,10.0,6.43,No,2,3,0,Low,5.8244444444444445,1
S414,18,2,6.25,52.9,4.3,4.14,No,4,0,7,Medium,4.736,0
S415,20,4,7.04,76.6,5.0,6.53,Yes,2,4,7,Low,6.259555555555555,1
S416,18,2,6.4,96.8,7.5,8.82,No,6,0,7,High,6.632,1
S417,22,2,5.62,52.0,9.0,5.92,No,8,1,5,Low,5.817777777777778,1
S418,19,4,9.22,56.1,6.3,4.19,No,5,4,6,Medium,6.607055555555556,1
S419,25,4,8.2,72.6,4.5,4.15,No,9,0,4,High,5.675111111111112,1
S420,23,4,4.77,96.7,4.7,5.94,Yes,0,2,6,Low,5.1579999999999995,0
S421,19,1,8.78,65.8,7.3,4.8,Yes,6,3,2,Medium,6.260333333333332,1
S422,19,3,6.68,75.4,1.0,4.12,No,2,3,7,Low,5.083777777777778,0
S423,23,1,8.92,52.1,6.6,7.78,No,4,2,0,Medium,5.665944444444445,1
S424,20,3,8.4,57.4,4.2,6.29,Yes,9,1,2,Medium,5.63988888888889,1
S425,25,1,6.34,99.3,8.1,5.45,Yes,3,4,6,Medium,6.745055555555556,1
S426,22,3,4.12,98.3,1.8,8.5,No,9,3,4,Medium,5.718944444444444,1
S427,18,1,5.48,50.2,6.3,4.58,No,4,2,3,High,4.751888888888889,0
S428,21,4,6.98,97.6,5.3,8.78,No,4,2,6,Low,6.5295555555555564,1
S429,18,2,7.48,82.0,6.8,5.57,No,5,1,1,Low,5.563888888888889,1
S430,21,1,5.42,93.4,1.6,8.44,Yes,9,1,6,High,5.783777777777778,1
S431,18,3,4.77,72.7,6.2,7.01,No,9,0,1,Medium,5.016888888888889,0
S432,23,4,8.59,75.8,6.1,8.13,No,5,3,3,High,6.577833333333333,1
S433,22,1,9.41,74.4,6.0,8.92,Yes,7,0,6,Medium,6.809611111111112,1
S434,25,1,6.89,83.3,6.4,5.44,No,7,2,0,High,5.636444444444445,1
S435,21,4,4.94,57.0,7.1,8.81,No,8,4,0,Medium,5.733888888888889,1
S436,25,1,5.5,51.5,8.2,5.95,Yes,7,4,2,High,5.788611111111111,1
S437,25,2,4.1,65.4,3.4,5.93,No,1,1,3,High,3.849888888888889,0
S438,25,1,9.03,85.2,8.4,5.7,No,9,4,7,Medium,8.003833333333334,1
S439,24,2,4.65,60.1,5.5,6.71,No,0,4,0,Low,4.434555555555556,0
S440,20,2,7.17,83.7,1.7,4.77,Yes,9,4,6,Low,6.283,1
S441,18,4,5.51,98.5,1.5,6.77,Yes,1,2,3,Low,4.707222222222223,0
S442,25,1,7.05,54.7,4.0,6.71,No,1,4,4,Low,5.328555555555556,0
S443,18,4,7.58,83.6,8.1,7.81,Yes,2,4,1,Medium,6.356777777777777,1
S444,25,1,8.56,72.2,7.4,8.17,No,9,4,6,Medium,7.690777777777778,1
S445,21,1,5.14,93.4,8.1,6.2,No,6,0,1,Medium,5.3148888888888886,0
S446,20,3,4.06,58.9,5.7,5.51,Yes,1,2,1,Medium,3.990722222222222,0
S447,20,1,4.75,84.6,5.0,5.3,No,0,1,7,Medium,4.870388888888889,0
S448,23,4,8.95,91.9,2.3,4.97,No,5,0,3,Low,5.388222222222222,0
S449,24,2,8.81,97.2,4.0,4.29,Yes,8,3,3,Low,6.512166666666666,1
S450,23,1,7.29,84.2,4.9,5.71,No,2,2,2,Low,5.304944444444445,0
S451,23,3,7.3,74.9,1.8,5.35,No,5,2,1,Medium,4.837944444444444,0
S452,23,4,7.66,80.9,3.0,8.83,No,2,3,2,Low,5.609611111111111,1
S453,23,1,4.96,93.4,6.4,6.79,No,0,3,7,Low,5.830444444444444,1
S454,23,4,9.03,78.5,7.6,5.74,No,4,3,1,Medium,6.337777777777777,1
S455,22,3,6.3,51.5,10.0,6.9,No,9,1,2,High,5.964166666666667,1
S456,20,3,6.11,96.5,9.4,4.7,No,3,4,2,Low,6.257222222222222,1
S457,23,4,6.85,84.5,6.8,6.22,No,6,2,4,Medium,6.191111111111111,1
S458,25,1,4.26,83.8,4.8,7.13,No,5,4,2,Medium,5.384222222222222,0
S459,20,2,4.91,60.8,6.7,6.44,Yes,9,4,3,High,5.9350555555555555,1
S460,20,3,8.06,82.9,8.1,6.01,No,6,3,2,High,6.591277777777776,1
S461,19,1,4.46,69.7,2.1,8.97,Yes,4,1,1,Low,4.197166666666667,0
S462,22,1,7.32,82.6,4.7,8.4,Yes,3,0,2,Low,5.257333333333333,0
S463,23,2,5.35,55.3,8.6,7.12,Yes,6,1,0,High,5.048111111111111,0
S464,18,3,6.14,82.9,4.5,6.85,No,6,4,5,Medium,6.2396111111111106,1
S465,21,3,5.59,100.0,6.1,7.1,No,5,1,1,Medium,5.426388888888889,0
S466,24,1,5.96,52.4,6.3,5.01,No,7,3,0,Medium,5.0776666666666666,0
S467,25,1,7.95,98.9,2.7,5.98,No,3,0,7,Medium,5.7154444444444445,1
S468,18,2,5.63,70.3,4.3,4.2,No,9,3,1,High,5.198666666666666,0
S469,22,2,7.12,93.5,4.0,6.38,No,4,0,3,High,5.266388888888889,0
S470,21,3,6.62,89.1,1.2,6.72,No,3,4,5,High,5.643166666666666,1
S471,22,4,7.65,78.4,1.2,5.14,Yes,0,0,5,Low,4.464611111111111,0
S472,25,3,9.15,86.9,8.5,8.82,Yes,7,0,3,High,6.920999999999999,1
S473,20,1,8.03,93.9,3.5,8.55,No,0,0,5,Low,5.516,1
S474,21,3,5.18,70.2,5.7,7.61,No,4,1,3,Low,5.023555555555555,0
S475,20,4,4.17,66.4,3.7,6.67,Yes,5,1,0,High,4.034611111111111,0
S476,25,2,5.44,83.4,9.5,8.35,Yes,5,4,7,Low,7.1387777777777774,1
S477,18,4,7.27,90.4,3.3,4.65,No,4,0,4,Low,5.085166666666667,0
S478,25,4,4.28,88.1,4.9,7.95,Yes,2,2,1,Low,4.7348333333333334,0
S479,18,4,6.73,89.9,8.9,4.62,No,4,4,3,High,6.4543333333333335,1
S480,21,2,7.28,71.8,8.6,7.97,No,7,0,1,Medium,5.897555555555556,1
S481,21,4,5.84,90.9,2.7,5.38,No,1,0,7,Medium,4.801277777777778,0
S482,23,4,8.24,56.0,8.2,8.39,Yes,5,1,0,Low,5.762222222222223,1
S483,22,4,4.59,77.2,5.1,8.72,No,8,4,4,High,6.139388888888888,1
S484,23,1,4.41,50.3,5.3,4.74,No,7,0,7,High,4.753666666666667,0
S485,22,4,8.01,66.2,2.2,6.31,No,7,0,0,Medium,4.7266111111111115,0
S486,23,2,6.73,68.3,1.7,8.9,No,7,4,5,Medium,6.075888888888889,1
S487,20,4,7.79,69.8,7.6,6.42,Yes,6,2,1,Low,5.972833333333334,1
S488,21,4,6.39,84.8,5.5,8.32,No,7,4,6,High,6.868944444444444,1
S489,18,2,5.36,69.4,4.9,6.94,No,5,4,4,Medium,5.687111111111111,1
S490,22,4,8.51,72.4,7.6,5.88,No,1,2,5,High,6.131833333333334,1
S491,25,2,8.4,61.9,7.9,5.43,Yes,1,4,7,Medium,6.591833333333333,1
S492,22,4,7.82,68.7,2.4,5.02,No,7,0,4,High,5.103277777777778,0
S493,18,2,5.5,61.4,6.5,7.81,No,0,4,5,High,5.563777777777778,1
S494,23,4,7.25,53.7,2.2,5.93,Yes,5,2,0,Medium,4.50688888888889,0
S495,22,4,5.99,80.2,7.8,6.56,Yes,5,3,3,High,6.074388888888889,1
S496,24,1,4.5,83.4,6.9,6.46,No,3,4,1,Medium,5.353777777777778,0
S497,20,1,9.05,81.0,9.6,6.89,Yes,9,1,2,Low,7.033055555555556,1
S498,21,4,4.75,73.2,1.6,8.33,Yes,2,0,2,Medium,3.9010555555555557,0
S499,18,4,9.23,69.0,1.5,8.9,Yes,2,0,0,High,4.756388888888889,0
S500,21,3,6.45,93.2,3.5,6.04,No,0,1,7,Medium,5.281611111111111,0
